,Gene Name,Trastuzumab,Tideglusib,Lapatinib,Mirdametinib,MK-2206,Nintedanib,Pertuzumab,Pictilisib,Refametinib,Rituximab,Romidepsin,Selumetinib,SHP099 dihydrochloride,Staurosporine,A485,Afatinib,AZD-4547,AZD-8055,Bortezomib,Carfilzomib,CUDC-101,Curcumin,Cytarabine,Dactolisib,Dasatinib,Gefitinib,Imatinib,ID,All Pathways
841,RAPGEF6,0.0,0.0,-1.43005534320696,0.0,0.0,-1.5877834049491757,0.0,0.0,0.0,-1.168635139446859,0.0,0.0,0.0,-1.1517887475388573,0.0,0.0,-1.43005534320696,0.0,1.9491415418378355,1.4350857424090238,0.0,-1.8280940039342504,0.0,0.0,0.0,0.0,0.0,51735,hsa04015 hsa04530
843,RASAL2,0.0,0.0,-1.515369722986232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9539680347509212,0.0,0.0,-1.462356955802694,0.0,0.0,0.0,-1.2153722948388053,-1.3381482733976424,0.0,0.0,1.1024937578700718,0.0,0.0,9462,hsa04014
844,RB1CC1,0.0,0.0,2.114783880489723,0.0,1.1379072330092506,0.0,0.0,0.0,0.0,1.367140785873215,0.0,0.0,0.0,0.0,0.0,1.3536829680334217,0.0,0.0,1.2202560365877968,1.2003869712396813,0.0,-1.3379454091259588,0.0,0.0,0.0,1.278375699717409,0.0,9821,hsa04140 hsa04211 hsa05010 hsa05014 hsa05016 hsa05017 hsa05022
852,RBM25,0.0,0.0,1.397129437373655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8598191190832764,0.0,0.0,0.0,0.0,1.2999904315755433,1.5333467574316515,-1.526657125528916,0.0,0.0,0.0,0.0,0.0,0.0,58517,hsa03040
857,RBM8A,0.0,0.0,-1.0500133593369323,0.0,0.0,0.0,1.4890641527275454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6368047459234265,-1.7007303108840606,0.0,0.0,0.0,0.0,0.909812257867177,0.0,0.0,9939,hsa03013 hsa03015 hsa03040
859,RCOR1,0.0,0.0,-1.0229419279069354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.378771148494768,-2.1777292103974264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23186,hsa05016
861,RFC1,0.0,0.0,1.7383876715540394,0.0,0.0,0.0,0.0,0.0,0.0,1.2074666441343502,0.0,0.0,0.0,0.0987853009017372,0.0,0.0,0.0,0.0,0.0,0.0,2.0785882023057023,1.2434940613291463,1.4920783699558475,0.0,0.0,0.0,0.0,5981,hsa03030 hsa03410 hsa03420 hsa03430
863,RGL2,0.0,0.0,-1.5362175454627702,0.0,0.0,0.0,0.0,0.0,0.0,-1.5399135925957113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5863,hsa04014
866,RGS3,0.0,0.0,-1.2283936482158644,0.0,0.0,0.0,1.0266305194386314,0.0,0.0,0.3268863535622443,0.0,0.0,0.0,0.0,0.0,-1.3733218551609472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998,hsa04360
867,RICTOR,0.0,0.0,-1.1819242239604482,0.0,-1.308171036698084,-0.8942627308495424,-1.1902331054076198,-1.67925901939977,0.0,1.836512634378031,0.0,-1.5975106612019327,0.0,-1.3568075542999318,0.0,0.0,-1.1320716680303402,-1.4904699225741072,0.5702267831356478,0.8124668688430211,0.0,-1.817851262370632,0.0,-1.6071516400161654,1.2315323091107353,-1.1386602060101507,0.0,253260,hsa04150
868,RIN1,0.0,0.0,-1.2703094845598055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.344396255740799,-1.301715620617916,0.0,0.0,0.0,0.0,-1.8241054521535176,0.0,0.0,0.0,-1.2344096166345098,0.0,9610,hsa04014
869,RIOK1,0.0,0.0,-2.422373802357478,0.0,-1.2348629704876697,0.0,0.0,0.0,0.0,0.0,0.0,-1.2348629704876697,0.0,0.0,0.0,1.1002992691907003,0.0,0.0,0.8442165585574998,0.4601248012107489,0.0,-1.1117673987964656,0.0,0.0,0.0,0.0,0.0,83732,hsa03008
870,RIOK2,0.0,0.0,1.410202495886448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4297276737250078,-1.5999088545002216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55781,hsa03008
872,RNASEH1,0.0,0.0,-1.0964108639997554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0964108639997554,0.0,-1.3537666749913049,-1.257887847147209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246243,hsa03030
875,RPL14,0.0,0.0,-1.3741779243753929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1305756487960184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9045,hsa03010 hsa05171
876,RPL29,0.0,0.0,-1.0768474388058145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0825958593657548,1.2394835256745778,0.0,0.0,0.0,0.0,0.2708723834226952,0.0,0.0,6159,hsa03010 hsa05171
877,RPL31,0.0,0.0,-1.3147868186866978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1759290949808672,1.4383699417637683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6160,hsa03010 hsa05171
878,RPL34,0.0,0.0,-1.358009021596585,0.0,0.0,0.0,0.0,0.0,0.0,3.4797664257288874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5513661815252804,1.7755980587766511,0.0,0.0,0.0,0.0,-1.8405308883462208,0.0,0.0,6164,hsa03010 hsa05171
879,RPLP2,0.0,0.0,-2.1229924760238004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214929815140487,5.716346766322038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6181,hsa03010 hsa05171
880,RPS27,0.0,0.0,-1.6858846998553316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175499187155326,1.315076134215348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6232,hsa03010 hsa05171
881,RPS6,0.0,0.0,-2.622619664222525,1.0955357061301847,0.6719762591088136,-1.4851261406112075,-2.4174994222032544,-1.7321239762187002,0.0,0.9056876663131362,0.0,0.0,0.0,-1.944091494740509,1.126883225383567,0.5156312279217593,-1.9667787361575173,0.4742818527676528,-1.6001307095280315,-1.7065305995035809,0.0,-1.5051148224944628,0.0,0.2823454551673066,0.4053193875255587,1.7688777714727912,0.0,6194,hsa01521 hsa03010 hsa04066 hsa04150 hsa04151 hsa04371 hsa04714 hsa04910 hsa05171 hsa05205
882,RPS6KA1,0.0,0.0,-1.1429685437956087,-1.31747223719834,0.0,0.0,0.0,0.0,-1.2239328128055484,2.2674899994896,0.0,0.0,-1.4413097962517205,0.0,0.0,-2.810145791791754,-1.1568376961862468,0.0,2.335255170909427,2.4507338052332983,0.0,2.0923650063692607,0.0,0.9297251074418575,-1.3047173788364903,-1.4969103376975494,1.3679880927652026,6195,hsa04010 hsa04114 hsa04150 hsa04714 hsa04720 hsa04722 hsa04914 hsa04931 hsa05135 hsa05207
883,"RPS6KA1, RPS6KA3",0.0,0.0,-1.7294657501852198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4966076552699508,-1.835154154894887,0.0,3.897951361270255,3.9539008919064895,0.0,2.934453663064235,0.0,0.0,-1.4703291298666952,-3.5171469908104807,0.0,6195,hsa04010 hsa04114 hsa04150 hsa04714 hsa04720 hsa04722 hsa04914 hsa04931 hsa05135 hsa05207
884,RPS6KA4,0.0,0.0,-1.9877758336789588,0.0,0.0,0.0,0.0,0.0,0.0,1.1357829991924069,0.0,0.0,0.0,0.0,0.0,-1.5201223598879745,0.0,0.0,1.2341423057055894,1.341368924111826,0.0,2.8913818184218023,0.0,0.0,-1.883697981314283,0.0,0.0,8986,hsa04010 hsa04668
885,RPS6KB1,0.0,0.0,0.6804858370394815,0.0,-0.9675850290724564,-1.260149343770918,0.0,-1.7975070116148466,0.0,-0.3372140426898373,0.0,0.0,0.0,-2.0426653241419435,0.0,1.3375632222078349,0.0,-3.6156970296749664,1.4233796471899107,1.713473112252371,0.0,0.0,0.0,-1.721972843233515,-1.2435124713761108,1.153877056274106,0.0,6198,hsa01521 hsa01522 hsa04012 hsa04066 hsa04140 hsa04150 hsa04151 hsa04152 hsa04211 hsa04213 hsa04350 hsa04371 hsa04666 hsa04714 hsa04910 hsa04931 hsa05131 hsa05163 hsa05165 hsa05170 hsa05200 hsa05205 hsa05207 hsa05210 hsa05212 hsa05221 hsa05224 hsa05225 hsa05226 hsa05231 hsa05235
886,RRAGC,0.0,0.0,-1.86858206963115,0.0,0.0,0.0,0.0,-1.2839103200540911,0.0,1.202919462426069,0.0,0.0,0.0,-0.8685283211145501,0.0,-1.158290378419676,0.0,-1.563035430756688,-1.9246726174895763,-1.492484842027796,0.0,0.0,0.0,-1.2350221088474589,-1.125954800900035,-1.007230051036473,0.0,64121,hsa04140 hsa04150 hsa05131
888,RRM2,0.0,0.0,-1.135232492476921,0.0,0.0,0.0,0.0,0.0,0.0,-1.75093356584658,-1.526320338503614,0.0,0.0,-0.878903516189585,0.0,0.0,0.0,0.0,-1.4081519776272644,0.3069531112265148,0.0,1.6848406887877814,0.0,0.0,0.0,0.0,0.0,6241,hsa00230 hsa00240 hsa00480 hsa00983 hsa01100 hsa01232 hsa04115
892,RTN4,0.0,0.0,1.6499212028735273,0.0,0.0,0.0,0.0,0.0,0.0,1.959192638986769,0.0,0.0,0.0,0.7580871873437524,0.0,-1.6931310013429008,0.0,0.0,1.5952662286930397,1.387084913865482,0.0,0.0,0.0,0.0,0.4087777835164934,0.0,0.0,57142,hsa05010
893,RUNX1,0.0,0.0,1.17637003725777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6048376444900334,-2.023239421777184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861,hsa04530 hsa04659 hsa05200 hsa05202 hsa05220 hsa05221
894,RXRA,0.0,0.0,-1.0978299804004794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0978299804004794,0.0,1.1580030432745163,1.236645018870881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6256,hsa03320 hsa04151 hsa04659 hsa04919 hsa04920 hsa04928 hsa04932 hsa04976 hsa05160 hsa05200 hsa05202 hsa05207 hsa05216 hsa05222 hsa05223 hsa05226 hsa05417
899,SART1,0.0,0.0,-1.5018365773264015,0.0,-1.2697160135860937,-1.2590712778612925,0.0,0.0,0.0,0.0,0.0,-1.2697160135860937,0.0,-0.998429564670499,0.0,-1.0348227610057266,-1.1300317877536807,0.0,1.2593803494456042,1.853686394154433,0.0,1.2153491163915846,0.0,0.0,-1.116028089943098,-1.1678718306403106,0.0,9092,hsa03040
906,SCRIB,0.0,0.0,1.152084655767219,0.0,0.2991907579721577,0.0,1.0070063746565991,-0.7906386082811215,0.0,0.5238447012181661,0.0,0.0,0.0,-1.1298893913573262,0.0,0.3297111002029765,0.347065098001932,0.0,0.812570707473478,0.9115065433156436,0.0,-1.1075875325916338,0.0,0.9749757558468176,-0.9208650258433726,-1.714560256205247,0.0,23513,hsa04390 hsa04530 hsa05165 hsa05203
911,SEC22B,0.0,0.0,1.423390650434794,0.0,0.0,0.0,0.0,0.0,0.0,1.5448563337300765,0.0,0.0,0.0,0.0,0.0,-1.4858882931443853,1.4756201427286968,0.0,5.503779144469006,5.59396601069035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9554,hsa04130 hsa04145 hsa05134
912,SEC31A,0.0,0.0,1.2798669286686646,0.0,-1.0510565777784862,0.0,0.0,0.0,0.0,1.2974737274438923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2405018795802434,-0.1523933443781908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22872,hsa04141
913,SEC61B,0.0,0.0,-1.6012181839165256,0.0,0.0,0.0,0.0,0.0,0.0,-1.1439816802246667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.150711888742712,1.639568558530228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10952,hsa03060 hsa04141 hsa04145 hsa05110
917,SETD1A,0.0,0.0,1.30413127294328,0.0,0.0,0.0,0.0,0.0,0.0,1.4455617959301672,0.0,0.0,0.0,0.0,0.0,-2.626823464031911,0.0,0.0,0.7869038640105459,0.3673435384902781,0.0,1.1106215655508334,0.0,0.0,-1.7321300464627236,0.0,0.0,9739,hsa00310 hsa01100
918,SETD1B,0.0,0.0,1.213774198199305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5273157485333495,0.0,0.0,0.0,0.0,-1.0687034422979864,-2.3572654645679063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23067,hsa00310 hsa01100
919,SETX,0.0,0.0,-1.5084951286214257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1712294942435848,-1.5582272940333202,0.0,1.2314413007549778,1.5248392921607052,1.6885595112465324,0.0,0.0,-1.5628691268716473,-1.1984595990122384,-1.463086903645438,0.0,23064,hsa05014
921,SF3B1,0.0,0.0,0.315080055926155,0.0,0.0,0.0,1.596950888423442,0.0,0.0,0.8002615043021454,0.0,0.0,0.0,-1.0988642815552567,0.0,0.0,-1.818706798878731,0.0,0.658129424954271,0.7191458465372467,0.0,-1.2434818534597158,0.0,0.0,1.2619024175645188,0.0,0.0,23451,hsa03040
922,SF3B2,0.0,0.0,-1.3984817515169805,0.0,0.0,0.0,0.0,0.0,-1.92713907017663,2.966153261599441,0.0,0.0,0.0,1.7858980009789838,0.0,0.0,0.0,0.0,1.0317164086299428,0.9544986626591984,1.209094653013181,0.0,0.0,0.0,-0.782278074140911,0.0,0.0,10992,hsa03040
927,SH2B1,0.0,0.0,-1.507532298015156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4791553227765912,0.0,0.0,-1.507532298015156,0.0,0.3834022821242089,1.3049545279434251,0.0,1.0795633451955784,0.0,0.0,0.0,0.0,0.0,25970,hsa04722
931,SHC1,0.0,0.0,-1.697107854010413,0.0,0.0,0.0,-1.4113105826776542,0.0,0.0,2.6701918560242914,-1.0836278570927798,0.0,0.0,-1.2991751339730702,0.0,-2.2510302396141646,-1.605056132414517,0.0,2.728446101158273,2.650052919194933,-2.613449744212426,0.0,0.0,0.0,-1.7316106685973076,-1.8442425727039848,-4.3757491056623845,6464,hsa01521 hsa01522 hsa04012 hsa04014 hsa04062 hsa04072 hsa04510 hsa04650 hsa04722 hsa04910 hsa04915 hsa04917 hsa04926 hsa04935 hsa05034 hsa05100 hsa05206 hsa05214 hsa05220 hsa05224 hsa05225 hsa05226
933,SIPA1L2,0.0,0.0,-1.5098956274921569,0.0,0.0,0.0,-1.1705124003199392,0.0,0.0,0.0,0.0,0.0,0.0,-1.5338545937648402,0.0,0.0,0.0,0.0,2.132195977488152,1.0250006136181555,0.0,-2.1194678062081587,0.0,0.0,0.0,0.0,0.0,57568,hsa04015
934,SIPA1L3,0.0,0.0,-0.0880777055923794,-0.8293381232225032,-1.519110046445196,0.0,-1.2431169322112228,-1.0966187451021712,0.0,0.0,0.0,-1.714945473945784,0.0,-1.136598921198814,0.0,-1.6301907466130006,-1.3801421012977455,0.0,0.0,0.0,0.0,-1.5469266754247062,0.0,0.1093257672589185,-1.391456720495568,-2.2534496249250724,0.0,23094,hsa04015
935,SKAP2,0.0,0.0,-1.7632971800465564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7931889508434058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3106310268396302,-1.672335129748185,0.0,8935,hsa05135
936,SKP1,0.0,0.0,1.3534730031737618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0922459147816184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500,hsa04110 hsa04114 hsa04120 hsa04141 hsa04310 hsa04350 hsa04710 hsa05131 hsa05132 hsa05170 hsa05200
939,SLC9A1,0.0,0.0,-1.4699203438243076,0.0,1.355178002811694,0.0,0.0,0.0,0.0,0.3979080491979612,0.0,0.0,-1.0668864828717135,0.0,0.0,-1.4094701738188926,-1.9322589065957252,0.0,0.0,0.0,0.0,0.0,0.0,0.7763191570737116,-1.0955171522679847,-1.5686812797725496,0.0,6548,hsa04024 hsa04260 hsa04261 hsa04371 hsa04810 hsa04919 hsa04970 hsa04971 hsa04972 hsa04976 hsa05205
941,SLK,0.0,0.0,1.4002026598427408,0.0,0.0,0.3245359273913659,1.3723339689866536,0.0,0.0,1.0837645093317367,0.0,0.0,0.0,0.9739102812994452,0.0,0.0,1.46598263285059,0.0,-2.097581629912882,-1.554346290179481,0.0,0.0,0.0,0.0,-1.1456535704034083,0.0,0.0,9748,hsa04114
942,SMARCA4,0.0,0.0,1.1578418885633253,0.0,0.0,0.0,0.0,0.0,0.0,1.2390046130053125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1642402752793946,1.161354871004225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6597,hsa04714 hsa05225
943,SMC3,0.0,0.0,2.1264064202575974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789093829592185,1.6001830353659072,3.2821830658495577,1.184035223996565,0.0,0.0,0.0,0.0,0.0,9126,hsa04110 hsa04114
945,SMCR8,0.0,0.0,-1.380949696349925,0.0,-1.860542022000797,-0.8826988856437543,0.0,-2.00825213941352,0.0,0.0,0.0,-1.4751145757622814,0.0,-0.8740275066761771,0.0,0.0,-1.526293643356236,-1.6357109152081657,0.0,0.0,0.0,0.0,0.0,-1.9802599240670604,-1.289933070255222,-1.6879377043664483,0.0,140775,hsa04140 hsa05014 hsa05022
949,SNRNP70,0.0,0.0,1.0554213758515,0.0,0.0,0.0,0.0,0.0,0.0,1.3884272398183202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5215108670540528,0.3321935740669154,0.0,-1.2421892160136154,0.0,0.0,0.0,0.0,0.0,6625,hsa03040
950,SNW1,0.0,0.0,-1.4726098233885112,0.0,0.0,0.0,0.0,0.0,0.0,1.1731427022955758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121694357266821,2.019596984313144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22938,hsa03040 hsa04330 hsa05169 hsa05203
956,SP100,0.0,0.0,-1.459210882485699,0.0,0.0,0.0,0.0,0.0,0.0,1.2201686791848372,0.0,0.0,0.0,0.0,0.0,-1.4521133253461884,-1.6969171965029528,-1.2954656377013491,0.7981957374510869,1.512153084323815,0.0,0.0,0.0,-1.1274944987703472,0.0,0.0,0.0,6672,hsa05168 hsa05203
960,SPEN,0.0,0.0,0.2847102382927152,0.0,0.0,0.0,0.0,0.0,0.0,1.0109129335699738,0.0,0.0,0.0,1.8992060705707403,0.0,-1.3063268245507476,-1.2902166566726143,0.0,0.941779521939308,1.0255559360469682,0.0,1.1599184062062204,0.0,0.0,-1.1356174107650954,0.0,0.0,23013,hsa04330
961,SPHK2,0.0,0.0,-1.8467969649748857,0.0,0.0,0.0,0.0,0.0,0.0,1.4875808736478586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1653448664144397,1.4211047088119937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56848,hsa00600 hsa01100 hsa04020 hsa04071 hsa04072 hsa04370 hsa04371 hsa04666 hsa05152
962,SPTAN1,0.0,0.0,1.498640420014714,0.0,0.0,0.0,0.0,0.0,0.0,-1.5005893430809445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4554001566841732,-1.6695863292807476,0.0,1.0755875517936937,0.0,0.0,0.0,-1.4139528773699983,0.0,6709,hsa04210
964,SPTBN2,0.0,0.0,1.6296850579602045,0.0,0.0,0.0,0.0,0.0,0.0,2.080809405737244,0.0,0.0,0.0,0.0,0.0,0.0,1.6296850579602045,0.0,1.2435895057539423,1.2369581173445343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6712,hsa05017 hsa05022
966,SRF,0.0,0.0,1.0864169891435684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4401311981218516,-1.2361191630589818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6722,hsa04010 hsa04022 hsa05166 hsa05203
968,SRPK1,0.0,0.0,1.267848432482238,0.0,0.0,0.0,0.0,0.0,0.0,1.3319738503067022,0.0,0.0,0.0,0.8157584405744447,0.0,0.0,0.0,0.0,-1.5711778181923202,-1.27642136454121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6732,hsa05168
969,SRRM1,0.0,0.0,0.0246419599861372,0.0,0.0,0.0,1.3186793830081942,0.7525115247549186,0.0,1.8877795493898109,0.0,0.0,0.0,0.3004682108187304,0.0,1.5083192325896762,-1.1421339750399464,0.0,1.303423588491993,0.9666444139753136,0.0,0.0,0.0,-0.8876413902276574,1.2904497678895053,0.0,0.0,10250,hsa03013 hsa03015
970,"SRRM1, USP24",0.0,0.0,1.2104760921349444,0.0,0.0,0.0,0.0,0.0,0.0,1.2497455894431555,0.0,0.0,0.0,0.8562869258182342,0.0,0.0,0.0,0.0,-1.2264531331882316,-1.1535170276085565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10250,hsa03013 hsa03015
972,SRSF1,0.0,0.0,0.2023484254767604,0.0,0.0,0.0,0.0,0.9370000917250454,0.0,0.0,0.0,0.0,0.0,1.0642575757874877,0.0,1.413527199443272,0.0,0.0,2.219715679023762,1.2177386487700237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6426,hsa03040 hsa04657 hsa05168
973,SRSF10,0.0,0.0,1.4797061111694518,0.0,0.0,0.0,0.0,0.0,0.0,2.2834677496210825,0.0,0.0,0.0,1.143893302169864,0.0,1.0748151457458024,0.0,0.0,1.5612402132264809,1.3683783035823955,0.0,2.1217577007601087,0.0,1.1885189292648943,0.0,0.0,0.0,10772,hsa03040
975,SRSF2,0.0,0.0,1.2360878486447924,0.0,-1.0770078998133314,0.0,0.0,0.0,0.0,2.290894210282852,0.0,0.0,0.0,0.0,0.0,2.1575050819732904,0.0,0.0,2.049603136024687,1.828397551053973,0.0,0.0,0.0,0.0,0.0,0.0,-1.2530985460384243,6427,hsa03040 hsa05168
976,SRSF3,0.0,0.0,1.0775108320903453,0.0,0.0,0.0,-1.2139809888677169,0.0,0.0,0.5604721358016876,0.0,0.0,0.0,1.3389098812567577,0.0,0.0,0.0,0.0,1.5821917274228068,1.5154841725031485,0.0,0.0,0.0,0.0,0.0,-1.113500338861988,0.0,6428,hsa03040 hsa05014 hsa05168
977,SRSF4,0.0,0.0,0.7834424885904729,0.0,1.3810327803653824,0.0,0.0,0.0,0.0,1.1227374796362777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0450776271844302,0.5246038257709937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6429,hsa03040 hsa05168
978,SRSF6,0.0,0.0,0.7448070128098974,0.0,0.0,0.0,0.0,0.9710455109205304,0.0,1.418778414386646,0.0,0.0,0.0,1.0645995687925942,0.0,-1.468342929724388,0.0,0.0,1.0846508597185125,0.9988767980450678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431,hsa03040 hsa05168
979,SRSF7,0.0,0.0,-1.2030687311419113,0.0,0.0,0.0,0.0,0.0,0.0,2.4705193708656616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1764676603810162,1.0666658391975004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6432,hsa03040 hsa05014 hsa05168
980,SSB,0.0,0.0,-2.641212489845999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435736356310146,0.5573212265336507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6741,hsa05322
981,SSH3,0.0,0.0,0.752422430160872,0.0,0.0,0.0,-1.027486238039159,0.0,0.0,0.0,0.0,0.0,0.0,-1.461790707628832,0.0,0.0,0.0,0.0,-2.1835009585847143,-1.0418789471441663,0.0,0.0,0.0,0.0,0.0,1.2428813633879998,0.0,54961,hsa04360 hsa04810
984,STAG1,0.0,0.0,1.1339735115137857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10274,hsa04110
988,STIP1,0.0,0.0,-1.6313411800178583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.176315727321065,5.081002949934319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10963,hsa05020
989,STK10,0.0,0.0,-1.7830997094875929,0.0,0.0,-1.1314588863851525,-1.1946796401813755,0.0,0.0,1.548320047495818,0.0,0.0,-1.1358996578929417,0.1719806646881607,0.0,-1.4053612132851492,-1.4935869783625693,0.0,0.9853672941350884,0.9726055025434656,0.0,0.0,0.0,0.9872035116219584,-1.1193363134969163,-1.691663632386595,0.0,6793,hsa04914
991,STK3,0.0,0.0,-1.307182137605414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3083985382040611,0.1236341592669761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6788,hsa04010 hsa04390 hsa04392
993,STMN1,0.0,0.0,-1.555455058752349,0.0,0.0,0.0,-1.1459851329811843,0.0,0.0,1.5018927322855684,0.0,0.0,-1.2934543454274272,-1.3956700028794098,0.0,-1.282294064596201,-1.093456558289254,0.0,1.6493362671863177,1.6563076593797583,-1.5443308594225338,0.6825374627846894,0.0,0.9726882938771516,-1.2152573965332851,-1.0720717985305523,1.2746596773956558,3925,hsa04010 hsa05206
994,STUB1,0.0,0.0,1.2134921119627369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.115103201534936,1.7122293198416578,0.0,3.837768666237978,0.0,0.0,0.0,0.0,0.0,10273,hsa04120 hsa04141
996,SUMO1,0.0,0.0,1.8830771360729643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.863374417664124,2.443205238041388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7341,hsa03013 hsa05418
997,SUPT5H,0.0,0.0,-1.2368546657898702,0.0,0.0,0.0,0.0,0.0,0.0,0.6084553460311781,0.0,0.0,0.0,0.0,0.0,0.0,-1.3241023861297634,0.0,-1.6007271910587546,-1.7656272258323007,0.0,0.0,0.0,0.0,1.5794187156355457,0.0,0.0,6829,hsa03250
