,afatinib_up,dasatinib_up,gefitinib_up,imatinib_up
AAAS,1.0,1.75685795862592,1.0,1.0
ZNF609,1.0,2.92512646415943,1.0,1.0
AKAP13,1.0,2.11911146954872,2.45365572766155,1.0
EIF4G1,2.9770989094405302,1.85643093042026,2.7427773593200464,1.0
SHROOM3,3.267486869869172,2.477800064150775,3.5692948118910497,1.0
"TRA2A, TRA2B",1.0,1.0,2.27792142567453,1.0
YY1,1.0,1.0,2.26630473387917,1.0
MAPK3,1.0,1.0,1.0,4.87353225575747
TCEAL3,2.20453068407436,1.0,1.0,1.0
CDK11B,2.399664539426305,1.0,1.0,1.0
REXO1,1.0,1.0,2.10907927090149,1.0
KLC2,2.21562098951483,2.02393792264995,1.0,1.0
NRG2,2.15146152504223,1.0,1.0,1.0
CKAP4,1.0,1.78173029495338,1.0,1.0
EIF5B,1.0,1.71156307839009,2.0378825887638,1.0
PDLIM5,1.0,1.7462444197005,1.0,1.0
CDCA7L,1.0,2.11434370804586,1.0,1.0
HIST1H1D,2.07844160715056,1.0,1.0,1.0
"KLF6, ZNF14, ZNF143, ZNF160, ZNF180, ZNF329, ZNF432, ZNF434, ZNF513, ZNF554, ZNF572, ZNF577, ZNF606, ZNF672, ZNF79",1.0,1.70860421796331,1.0,1.0
"ARPP19, ENSA",1.0,1.70487902609104,1.0,1.0
ARFGEF1,3.52751031741612,1.0,1.0,1.0
RBM5,2.66321237808688,1.72259309361012,3.0702725437871248,1.0
USP39,2.16277205967382,1.0,1.0,1.0
METAP2,1.0,1.68194012091324,1.0,1.0
SUPT5H,1.0,2.98849414369397,1.0,1.0
PDHA1,3.41230561350888,1.0,1.0,1.0
NDRG2,1.0,2.67287373973044,1.0,1.0
PDLIM1,1.0,1.0,1.0,2.01652315429284
RPL13,1.0,2.38393742611224,2.1662052130951,1.0
C14orf43,2.41001908427444,2.27316352552514,1.0,1.0
ATAD2,10.4207247257078,4.98043116325876,1.0,1.0
PCM1,1.0,2.4026969872816,1.0,1.0
FKBP15,1.0,2.1918409109331,1.0,1.0
DAB2IP,3.2743940451801223,2.62753477106196,3.53269051561665,1.0
RPS6KA1,1.0,1.0,1.0,2.58110367776361
SSFA2,1.0,3.322970068380045,1.0,1.0
SRRM1,2.84478423164851,2.54429223066555,1.0,1.0
HNRNPK,1.0,2.14975570320181,1.0,1.0
PTPLAD1,2.17631373083437,1.0,1.0,1.0
DSP,3.21212050455464,1.0,1.0,2.7074278045541
C1orf226,1.0,5.31871423779175,1.0,2.12940738115965
"GLI2, GLI3",1.0,1.69643090874222,1.0,1.0
CENPC1,1.0,2.03178912307542,1.0,1.0
RRP8,1.0,3.69642277231561,1.0,1.0
SUPT7L,2.29983310171544,1.0,1.0,1.0
SET,1.0,2.392065384229735,1.0,1.0
BICD2,2.128638085265985,1.0,1.0,1.0
MIER1,3.21576673424976,3.22877423472436,3.17795524963235,1.0
RASAL2,1.0,2.14725533847464,1.0,1.0
CHEK1,1.0,1.0,1.0,2.22250846222494
IL1A,3.43288027562976,2.788626741926844,2.866342980602428,1.0
PRRC2C,1.0,1.0,1.0,2.4176507020542
SFSWAP,1.0,3.83613977888568,1.0,1.0
SLC1A5,2.02892524475424,1.0,1.0,1.0
RPL15,1.0,2.31411756112879,1.0,1.0
HIVEP1,2.8235662972527127,1.0,2.28272513176448,1.0
GRHL1,1.0,1.0,1.0,2.22970326220812
ATF7,1.0,1.0,1.0,2.60076763204997
BANF1,3.60747052562833,1.0,1.0,1.0
POLR1D,1.0,1.90227123703573,1.0,1.0
LBR,2.29455100694281,1.0,1.0,1.0
TRIM56,2.75508308816925,2.33111159281741,2.232995844815685,1.0
"CDK11A, CDK11B",1.0,2.167464402074865,1.0,1.0
"EXOC1, RAB11FIP2",1.0,1.81835039508038,1.0,1.0
ZC3H13,3.561122554195243,1.0,1.0,1.0
BCLAF1,2.74971139606209,2.2003447255140958,2.466162615235763,2.1953456176238
"RPLP0, RPLP0P6",2.20053923846866,1.0,2.08048797721537,1.0
CBX2,1.0,1.0,2.40002066887085,1.0
ATXN2L,2.75298204931514,1.77274245991862,1.0,1.0
CTPS1,1.0,1.0,1.0,2.52751192203995
RPL28,1.0,4.11170784658069,1.0,1.0
PPFIBP1,1.0,1.0,1.0,3.09664482469437
TPR,1.0,1.0,1.0,3.6837177397646967
PNISR,2.56316889349673,1.0,2.32594766154273,1.0
ANKZF1,2.2139117292422665,1.0,1.0,2.02106219153531
"MSL3, MSL3P1",2.479736305382025,1.0,1.0,1.0
BTF3,1.0,1.92890433720522,1.0,1.0
MCM4,1.0,1.82871659244933,1.0,1.0
PRCC,1.0,2.09463025018097,1.0,1.0
PML,1.0,1.0,1.0,4.18290910218294
SCRIB,2.20817247322753,1.0,1.0,1.0
CXorf26,2.4145142987794,1.0,2.26103104080162,1.0
PPP1R18,2.18327967125766,1.0,2.35824039781841,1.0
SRGAP1,2.18720655357846,2.24541956785726,1.0,1.0
RRBP1,2.10078240276057,1.8833805565828532,1.0,1.0
ATRX,2.01250494035384,2.16721021379764,2.27841454440522,1.0
FOSL2,2.594899495626493,2.58365245028159,2.41185045035782,1.0
FTSJ3,1.0,1.73840882417123,1.0,1.0
EIF4B,2.1616622491989097,2.40645157488434,2.2893350607322867,1.0
NCAPG,1.0,1.8429368631062328,1.0,1.0
SSH3,1.0,1.0,2.36670741492029,1.0
FAM208A,2.438407618435065,1.0,1.0,1.0
FERMT1,2.19053915890597,1.0,2.06875336810289,1.0
ZNF185,3.658985348994415,6.10950324443186,2.18951890181606,1.0
INTS3,3.4912324150009635,3.5971020704417205,2.487685230174283,1.0
PFKFB2,2.59202866086429,2.43469171850935,2.263297104572933,1.0
FASN,1.0,2.460859242319085,1.0,1.0
CD46,1.0,1.0,2.08705428285328,1.0
ARHGAP21,1.0,1.0,1.0,3.306823253591795
ULK1,2.34054320394751,1.0,1.0,1.0
CIT,1.0,2.27627792145435,1.0,1.0
R3HDM1,1.0,2.72177978383677,1.0,1.0
"FAM21A, FAM21B, FAM21C",3.60320271066975,3.29788026438592,1.0,2.24221473231868
AFF4,1.0,1.0,2.07765801017961,1.0
FAM129A,2.456060521045705,1.0,2.221120186635575,1.0
PER1,1.0,2.13751945614032,1.0,1.0
BAZ2A,1.0,2.02842980430663,1.0,1.0
ATG2A,1.0,1.0,1.0,2.38252549140961
OSTF1,3.949159905291823,3.0575066435377565,2.82763854158401,1.0
TMPO,2.6949625575865097,2.43745405024029,2.38278136557637,3.5338229647243
TROAP,1.0,2.60342883463803,1.0,1.0
SMCHD1,1.0,2.21057823031442,1.0,1.0
CCDC120,1.0,2.33493776632761,1.0,1.0
ASAP1,1.0,2.46771902465316,1.0,1.0
"RPS27, RPS27L",1.0,2.773655242548295,1.0,1.0
TRIM28,1.0,1.9357511558165,1.0,1.0
SULT2B1,1.0,1.0,2.5867201193527,1.0
HMGA1,2.4194802762049563,1.70330116716705,1.0,1.0
PARG,2.12809636646549,2.01988992071211,1.0,1.0
GPATCH8,1.0,1.0,2.01587727633566,1.0
UNC45A,2.54626873762028,1.0,1.0,1.0
RHBDF2,2.28157955689246,2.53046001086632,2.2742983451653647,1.0
LUZP1,2.12313896027131,1.0,1.0,1.0
TICRR,2.22634871261486,1.0,1.0,1.0
MVD,2.69786201097473,1.0,1.0,1.0
PAPOLA,1.0,1.0,2.42520614241907,1.0
"POU2F1, POU2F3",1.0,1.79116962590565,1.0,1.0
TOP2A,1.0,1.0,2.06568300771035,1.0
SAMSN1,1.0,2.51064975862915,1.0,1.0
CIC,3.03126705526419,3.016556801961343,5.8699929244264935,2.2379579815593
SRSF2,4.46142652976273,1.0,1.0,1.0
SERBP1,2.07044599437027,1.94486839636772,1.0,2.19508516923674
"ZBTB41, ZNF281, ZNF439, ZNF572, ZNF69, ZNF845, ZNF846, ZSCAN5B",1.0,1.96044602459042,1.0,1.0
CHD9,2.3906614874253904,2.3981990476036747,2.462097247351045,1.0
RPS6KB1,2.527240955600045,1.0,2.2251106133979,1.0
KAZN,2.05474294146207,1.0,2.3508926805575,1.0
ABCF1,2.78518226946252,1.0,1.0,1.0
CLASP1,3.3483847644859104,1.76817145176926,2.55472124149304,1.0
PTPN14,1.0,2.81304151779944,1.0,1.0
BCL2L13,1.0,2.36423202049543,1.0,1.0
TBC1D2,2.66284168373009,2.4316474416578098,2.34779943557426,1.0
MELK,1.0,1.0,1.0,2.31897566393112
LEMD2,2.6762316785407663,3.0514508809908,1.0,1.0
TPX2,1.0,1.7616152318787466,1.0,1.0
URI1,1.0,1.0,1.0,2.86294826272682
BCL3,2.085251479241505,1.0,1.0,1.0
FAM83H,2.32809180644777,1.0,1.0,2.41554052722087
SEC16A,2.42367312054317,1.0,1.0,1.0
"POLH, RPS6",1.0,2.242313920755035,2.16046951149862,1.0
TMEM245,1.0,1.93149849965202,1.0,1.0
CARS,2.64378306569357,1.0,1.0,1.0
